Gene Symbol,WT_exp1,WT_exp2,WT_exp3,L166P_exp1,L166P_exp2,L166P_exp3,L166P_exp4,L166P_exp5,L166P_exp6
C2CD3,5.25996364,5.664300159,4.336775108,16.64914374,15.23551772,10.79976822,11.5271604,11.79445975,8.732911257
C2CD5,14.70184908,13.4505259,17.06449164,6.068415487,7.954041166,7.187267341,8.709377381,8.835037646,6.028994365
C2orf49,5.323701337,4.792956269,5.653886453,15.92961746,12.56026633,10.1784742,12.89567521,16.52968839,6.135734349
C2orf69,10.60317717,8.272206618,8.748386099,5.593107598,5.453259302,10.81937823,12.5967047,18.76873345,9.14504683
C2orf76,10.05581034,14.29852316,18.40510066,3.48859824,5.670000199,7.320280124,8.639862893,9.070576704,13.05124768
C3,5.34917022,4.794172411,4.428647282,8.410384222,7.951274421,7.338033527,15.92126223,22.89088335,12.91617234
C3orf38,14.03203499,13.25978138,12.29857699,7.711915549,6.813376196,6.872089395,5.963590788,10.25127688,12.79735783
C5orf22,8.164764681,9.858559892,10.71859679,3.462940489,2.569298045,10.83319405,12.07396089,17.66280534,14.65587983
C5orf24,9.626110513,10.84789262,7.391231078,13.69868735,20.24364713,8.916836909,6.897764041,8.267039389,4.110790966
C5orf51,12.21885331,12.27880761,19.01862025,5.429562166,7.097547243,6.7580758,7.7948582,6.398437949,13.00523748
C6orf120,15.19873286,14.60527316,14.96907977,3.77175559,4.663150381,9.30385177,7.091414228,4.536009361,15.86073288
C6orf132,0.724316893,0.80398608,0.703865395,22.84602223,18.5237147,8.166531621,12.60696477,22.02876559,3.595832713
C6orf89,9.89690408,15.58038183,23.52002548,4.314345566,2.971785116,6.897577701,6.629912062,10.71290808,9.47616009
C7,16.05740665,11.71784796,13.15401937,6.650379258,5.561254986,8.707976443,9.629900072,11.82624342,6.694971842
C7orf25,8.208369987,7.190530679,2.98084464,14.43708974,10.96225537,11.0195811,11.69550744,14.05840692,9.447414117
C7orf26,18.74360905,17.73617153,20.50964078,1.619496564,1.327661241,9.082573579,5.461856721,3.152843005,12.36614753
C7orf50,13.84957437,15.46960376,23.2384656,6.158671714,8.425928973,4.892457339,3.922937973,5.22982068,8.812539586
C8orf33,5.657039215,5.08973731,3.404174582,17.24269827,18.98719164,13.86010562,11.06992932,10.4164337,4.272690347
C8orf82,10.52105513,16.48148263,39.61381171,2.966867275,2.766337687,2.093631583,2.418379162,1.939854919,11.19857989
C9orf16,5.576613581,5.773688624,3.530408435,23.89553986,19.14552488,6.492478314,9.001412014,12.89392272,3.690411575
C9orf78,7.529430413,8.280451484,6.915859836,17.41785195,16.21772889,10.63216078,8.038715796,10.69509236,4.27270849
CA12,7.336132732,7.635543316,6.103159554,6.498421377,6.851605368,5.629459062,16.67274642,17.21835248,16.05457969
CA13,5.232238174,4.926796263,5.075080287,5.875621063,5.542329219,20.66611113,16.17565144,13.18239289,13.32377953
CA2,2.586503732,2.741475008,2.624302585,11.3229108,9.943205432,12.8038103,16.05505898,11.43647703,20.48625614
CA5B,11.72144616,11.07552174,10.08679853,9.382786704,7.447266388,9.02942093,10.28440436,12.18210936,8.79024583
CAAP1,11.68938788,9.245528528,7.6744809,11.23152434,12.53794845,11.97446944,9.680771832,11.76080901,4.20507962
CAB39,10.71657721,12.06102088,12.7420254,7.561434281,6.58112991,8.091339048,7.707208291,9.505483601,15.03378137
CAB39L,15.21675866,13.46267122,10.11457124,3.447473435,3.829007818,7.034049533,7.20952362,7.839681891,21.84626258
CABIN1,13.44720531,13.16352945,13.70892444,5.850256736,7.214562063,8.525952344,9.26553063,9.959118265,8.864920766
CABLES1,6.194945876,7.072592606,7.215075588,18.80887121,20.47849363,8.242013242,7.420632093,9.482034561,5.085341189
CACFD1,4.820170995,4.23033285,2.58076396,15.6876687,16.1189886,12.58700846,12.60304794,15.80849639,5.563522108
CACNA1F,23.01991182,27.20868669,27.50153894,0.693869749,0.568833545,2.607889391,2.914278304,3.599136277,1.885855282
CACNA2D1,4.816443189,4.812165575,5.190207219,14.36517715,12.26374146,12.17148442,12.70836316,15.93839053,7.734027303
CACNB3,12.19040883,11.45952716,10.32621555,7.771361017,6.080926636,11.89604832,11.35712259,11.22392588,7.694464008
CACTIN,8.141814044,8.104348111,7.548652706,11.72952305,13.25954987,11.25788913,11.12885298,13.3453702,5.483999905
CACUL1,10.33075214,8.547795423,8.38226818,8.06824716,7.900001922,8.382585422,10.10152305,14.30361991,13.9832068
CACYBP,9.67030187,5.882475977,12.90322938,6.634798753,16.08354477,11.00217585,8.563119327,13.27282639,5.987527693
CAD,10.96840332,11.99977511,13.47471052,8.791263789,7.073105669,8.902587011,9.324310294,9.625075744,9.840768542
CADM1,1.366782139,1.489467469,1.854170554,13.5281168,11.72493851,15.75259137,13.95615586,18.27296963,12.05480767
CADM3,0.767692921,0.615698272,0.670939032,13.12294897,12.65508958,5.104520449,22.44656756,20.56068109,14.05586213
CADM4,0.548008928,0.614037871,0.484914026,25.66693793,21.55274303,10.32499501,12.05732454,17.88486778,0.866170898
CALB1,9.938460358,10.54458137,13.45480495,3.513579404,5.309222167,22.78611436,7.060624326,3.416726515,13.97588655
CALCOCO1,3.639368051,3.373322252,3.009234976,16.5188708,14.04864755,12.02016709,17.54306535,13.78544979,6.061874145
CALCOCO2,6.822541778,7.28062049,13.03616757,10.37460518,9.661362244,8.736534273,9.645321543,9.612491338,14.83035558
CALD1,3.318233113,3.184669314,3.050367149,11.73950034,20.60341614,9.943425962,12.05220989,18.30238948,7.805788613
CALHM5,12.96455052,20.80517765,30.8463522,2.11941761,2.076903401,3.515755911,4.220769283,7.362223434,6.088849994
CALM1,9.111033813,8.213017939,14.35042345,4.879492296,3.142435559,11.15168653,13.61252337,11.02183811,14.51754894
CALR,12.47792778,10.91407211,18.90091871,7.558886671,7.239190942,7.78196754,8.57739394,6.342260149,10.20738216
CALU,4.614619061,4.665346561,11.67210944,15.71278788,12.10766917,7.170282646,10.66261504,18.04258087,5.351989322
CAMK1,8.786678516,8.670071415,6.379507521,8.111163841,7.802070555,16.82190758,12.55451185,11.02501139,9.849077328
CAMK1D,6.53639125,7.643546096,9.916103817,8.438129448,9.685798711,12.16768706,11.18764834,9.403903523,15.02079176
CAMK2D,10.32734818,9.894649959,8.479844829,9.731008438,10.81211138,11.70562677,11.69737575,7.170733381,10.1813013
CAMK2G,13.22805348,13.02160174,10.50988553,6.86243564,8.805905984,9.864342935,8.820379743,5.341488337,13.54590661
CAMKK1,10.27678669,9.665256623,7.884466264,9.327043534,11.91226753,9.964039226,11.93255616,11.96818337,7.069400604
CAMKK2,9.119549439,9.166376633,9.03104355,8.881556924,9.243775366,9.567938774,10.90428631,12.48163895,11.60383405
CAMKMT,7.740797582,9.153863516,13.54272403,7.173758751,6.197586306,11.52232353,11.96672604,10.75508312,11.94713713
CAMLG,4.998232689,4.949312918,9.944125946,17.45582075,15.21638308,8.235015931,10.41976784,12.63933266,6.142008183
CAMSAP1,6.381939335,5.830571226,4.682170891,12.92071002,16.71739867,8.918115427,11.33028496,13.73220986,9.48659961
CAMSAP2,4.886902449,4.872863987,4.265998129,16.41821087,16.25510021,10.33744341,11.70827382,15.52027209,5.734935034
CAMSAP3,2.332174954,3.440033412,3.637835144,15.34578474,14.61307802,14.35230339,13.39876231,14.72123108,8.15879696
CAND1,16.3777551,15.79550193,15.07513402,4.267303654,4.162863172,7.115116999,7.252560647,5.995074494,13.95868999
CAND2,9.723346295,10.39733815,12.5556331,4.956704662,5.251185478,8.601314615,9.806002174,9.473530065,19.23494546
CANT1,13.43194225,13.30031648,13.86541748,6.42372995,5.892091056,7.186909163,8.386126836,11.0428172,10.47064958
CANX,9.688786739,8.98737365,20.65792149,7.511994229,7.471126892,8.75222707,8.753433666,7.810964127,10.36617214
CAP1,11.1596475,10.63132021,11.96758813,6.022989156,7.207496201,9.110650072,8.221459712,5.237439186,20.44140983
CAP2,6.731284942,7.350290553,7.333964344,7.180212909,7.615458028,18.59991859,9.375555474,8.044274987,17.76904018
CAPG,6.113914745,6.615299873,5.600849393,10.00735308,11.15477416,14.70243702,13.27884183,12.58342143,9.943108474
CAPN1,11.19952841,13.92302145,11.3102029,8.492083681,7.884138655,7.79909954,7.536830248,7.13437378,14.72072133
CAPN15,7.555533408,8.183058717,8.848194355,14.96431612,13.283421,8.900705869,9.098514958,12.32166726,6.844588309
CAPN2,10.03749962,10.77277356,13.55367032,9.061908003,8.476725924,8.938019837,9.329710849,8.825289411,11.00440247
CAPN5,17.66341468,19.65801431,18.843064,4.532323568,4.364760426,5.279351864,5.777513894,6.90592635,6.975630906
CAPN7,12.40900271,14.59837898,15.27349957,3.350103101,3.039685236,6.859737994,6.148750242,5.900671754,22.42017041
CAPNS1,14.89696473,12.07895495,22.79450896,5.171003368,4.105423965,4.237171526,4.595109498,4.653660056,17.46720295
CAPNS2,6.166599629,6.312637363,7.836642736,13.7154432,10.53030207,9.057649417,12.70310628,15.63520237,8.042416943
CAPRIN1,8.127781017,6.660610032,4.485023707,10.77453,17.04405442,15.15470613,10.70917534,9.285454342,7.758665011
CAPRIN2,5.779592333,4.55234985,4.76837701,9.957239422,16.1931151,10.91924339,12.84867546,11.37102956,13.61037787
CAPS,6.120616411,6.497144386,6.963392299,17.0636099,16.68171156,8.775807289,10.86355379,13.53575591,3.498408456
CAPZA1,4.317270811,3.91479395,4.491622507,15.46825714,15.37234456,12.62395427,14.32730514,14.06774243,5.416709182
CAPZA2,7.550306436,8.408678742,13.47142812,10.11996656,7.942694696,10.16717318,9.670595136,10.77733396,11.89182317
CAPZB,8.708637353,8.832878236,7.800298499,11.40439317,13.66318308,9.513961128,9.777324215,10.05407608,10.24524824
CARD10,8.968355909,9.990244624,9.473197857,11.22313409,11.12264374,11.14196519,10.36926271,8.419896204,9.291299672
CARD16,28.25318619,21.89005352,21.03228977,1.695483512,1.823736178,4.219414043,3.904515036,5.300560315,1.880761435
CARD19,9.2964537,8.636120347,8.790751547,11.43827014,8.509654538,8.784503731,11.20396615,12.01281828,11.32746156
CARD6,6.004927447,5.416418479,4.060470018,8.15127933,8.812236033,12.0594032,16.07683691,17.4710047,11.94742389
CARD8,6.931179394,5.771099781,4.535043944,15.74650844,14.33395077,9.118787804,11.82951643,15.60597668,6.12793675
CARHSP1,17.14921769,12.26717325,10.72137197,5.485487988,4.791151469,7.474976838,9.422771949,12.67528016,10.01256869
CARM1,11.34792217,12.4121814,12.67234824,9.156059024,7.72466465,10.49261119,9.045567705,8.142657207,9.005988406
CARMIL1,6.233531641,6.6640904,5.303231122,15.20566398,14.20395789,8.659683348,11.28100243,14.13539921,8.31343998
CARMIL2,4.748876299,4.92410696,4.882515202,15.88029413,15.73481972,10.60209545,11.72835899,15.27184155,6.227091716
CARNMT1,5.636289011,4.873565095,4.484220843,16.12903015,12.33613518,10.26854749,12.95189802,15.39686327,7.923450926
CARS1,12.36690277,11.89324987,10.81130501,6.221063269,7.891472834,9.688619789,10.39069655,8.221090777,12.51559913
CARS2,8.966213081,7.840384431,7.408631825,13.49383216,10.57271403,7.864066019,10.81811397,10.28528378,12.7507607
CASC3,6.625076854,5.102039694,5.738686463,17.12923556,15.8938572,10.14117176,11.45753076,12.01577301,5.896628707
CASK,14.83953157,16.84010131,16.97059279,6.2862498,5.579150808,5.809502927,6.106641472,6.594319221,10.9739101
CASKIN2,4.895820348,5.13209774,4.484169244,22.92199233,18.29626507,7.449537118,8.799499399,13.94875369,4.071865058
CASP1,21.22389788,18.62322093,14.87466003,3.209296023,2.996084582,5.81311872,8.343759442,9.174486646,5.741475754
CASP2,11.09743243,11.99333831,11.78804081,8.411111478,7.667611343,9.012097986,9.10152913,11.4275358,9.501302712
CASP3,7.893988151,7.303940713,7.081066943,12.41210278,11.87043314,10.45430464,12.63447472,11.93580204,8.413886872
CASP6,11.30557624,11.68726028,13.77626046,11.93605747,9.243148534,6.869461578,7.76777001,9.032518069,8.381947354
CASP7,10.35977916,8.803927638,9.056767354,15.64423531,13.68861983,7.025354156,9.398819183,6.283228166,9.739269197
CASP8,11.02241247,12.62983052,13.66650182,7.500082277,6.68014583,7.993340758,9.272378895,9.742664841,11.49264259
CASP8AP2,4.231005836,5.097194856,4.033289788,23.54579663,17.39965208,10.93160648,8.385705457,13.02905047,3.346698409
CASP9,5.455613511,5.169393502,4.170775899,15.91753595,13.53188559,12.32718707,13.60059566,13.4221125,6.404900309
CAST,7.557185367,6.453886924,2.997144061,12.74920978,16.29137297,10.80037884,12.4246777,14.97771686,5.748427495
CASTOR1,8.567121791,5.464253716,5.194069048,23.35930432,15.78267295,4.982780812,8.247287295,11.84540749,6.557102574
CASTOR2,8.376772801,11.11975526,15.6204922,8.923749637,5.169708814,7.925010739,8.527966203,11.07829904,13.2582453
CAT,10.13241675,10.64261599,14.13686947,11.31585223,9.745676024,7.627357874,8.733823358,10.53631797,7.129070334
CAV1,16.62423041,22.19098287,10.72747994,1.912971687,4.452469449,11.43766498,7.061085999,4.81883082,10.77428385
CAVIN1,8.481459912,5.518762008,8.381991617,11.25957488,19.51439594,11.2292167,9.31311581,10.11802302,6.183460119
CAVIN2,5.908829189,5.482257812,6.083487151,16.63504052,15.25879214,12.54114581,9.219021942,10.50461344,8.366811987
CAVIN3,22.39069301,23.0912675,29.83900999,0.807076696,1.196945247,2.091459603,3.801453449,4.210257149,2.571837352
CBARP,2.390594578,2.189724752,1.626856956,19.94057657,17.70642426,10.52887552,13.60025553,17.92284166,4.093850168
CBFA2T2,9.667162042,8.198101745,2.956375915,16.52576437,14.69920337,8.647840382,10.33123828,15.4827757,3.49153819
CBFB,10.64623974,9.345746154,9.232237885,12.12039397,13.55646746,7.798631187,9.28943413,9.335273266,8.675576216
CBL,10.05349838,11.58122929,13.30691605,7.707327039,7.064420197,8.062148224,8.384959034,8.193101315,15.64640046
CBLB,8.998995328,9.462214461,9.720321915,14.5601352,12.00442255,7.574121591,9.094915473,10.66622868,7.918644799
CBLL1,5.20455808,4.545944464,4.434022742,17.30591922,13.85699392,10.43955692,13.07163958,17.07148974,4.069875337
CBR1,15.6626614,16.02677984,16.05160079,4.945863615,6.004413254,6.4670299,7.860573543,5.716313893,11.26476376
CBR3,16.70707327,16.76794939,14.23687247,8.002779588,11.48635309,6.709005202,5.867709575,6.033335829,4.188921592
CBR4,22.66920099,26.26061104,17.87480097,1.604684415,1.31551826,4.566357294,3.343273822,1.996717312,10.3688359
CBS,6.723276781,7.329934544,8.895083006,15.68183217,12.37072837,12.63920724,9.678732351,10.2044795,6.476726034
CBWD2,6.98775808,7.696747762,7.038545438,12.71172764,10.83158079,11.61344456,12.36797535,13.72345261,7.028767769
CBX1,13.91591087,11.50668766,8.175480216,6.26488847,7.223878967,12.8506769,10.45227136,9.296665596,10.31353996
CBX3,12.78192072,11.72118697,12.11243101,7.611939785,12.39121566,12.22632182,7.645595365,7.668605947,5.840782725
CBX5,17.90633532,16.48335307,14.08650849,3.960957174,11.99927716,10.98972974,5.669488707,4.46707397,4.437276362
CBX6,11.58837599,13.6140158,19.52223893,5.033331054,5.614221439,7.344787947,9.713305766,9.691618755,7.878104329
CBX8,14.06842736,13.29559326,11.23874146,9.585562225,10.20944546,9.059160529,8.448371917,8.902433046,5.192264739
CC2D1A,4.030559936,5.233444162,3.495671988,19.15905928,18.72159136,9.974765129,11.59839469,13.12487189,4.661641558
CC2D1B,6.149863943,5.876445462,5.615746469,17.54576433,14.49708933,9.686320747,9.976268456,11.04557328,9.606927984
CCAR1,11.7379124,11.72909661,14.12765262,10.83205125,12.49042712,7.636085533,7.077857388,8.604813726,5.764103349
CCAR2,12.26162351,13.19985242,11.57631627,10.65337273,10.21506824,10.25973591,7.675949275,8.151173653,6.006907996
CCDC102A,9.310387436,8.59488636,7.030212776,8.25116134,10.5703681,14.6181179,12.40734819,13.67317238,5.544345507
CCDC106,15.87298266,14.25428593,11.15563868,6.589124969,10.23884437,10.20755677,8.149602035,6.06501278,7.466951797
CCDC115,4.262261156,3.158947413,2.632274619,22.62018098,18.73358976,9.32124476,10.49333707,15.38409883,3.394065406
CCDC117,7.118904523,9.113527795,10.92241417,14.61654467,12.06198356,10.37824166,8.927618828,12.56439313,4.296371667
CCDC12,14.17149765,14.02703802,16.7038218,8.272966719,8.495273978,5.827426853,7.0592137,8.467490124,6.975271156
CCDC124,5.529135826,4.875414324,5.481188075,20.4700865,12.95558457,7.922603684,10.3355171,16.89163931,5.538830604
CCDC127,6.480529693,7.264431858,7.646488333,8.569540844,8.213244797,14.29021682,15.41218896,10.73029162,11.39306708
CCDC134,11.66401086,15.40076878,15.78571058,7.070389209,6.59061876,6.230152603,6.837766047,7.551378393,12.86920477
CCDC137,11.03970581,9.71088187,8.590572453,7.25929376,15.08093368,12.44894863,8.432373163,7.441753056,9.995537578
CCDC141,1.777083674,1.33167474,1.107046718,22.06798201,34.2141626,9.451394863,9.638072991,4.741193378,5.671389022
CCDC149,4.737518097,4.556417162,4.671300872,15.62505209,16.5871033,10.05663684,11.99757127,16.98542949,4.782970876
CCDC167,10.06015615,8.805406659,7.881879501,9.441829295,8.69363988,12.42398044,12.61908171,11.17525171,8.898774654
CCDC174,10.71817548,11.41315824,11.39116879,7.870842744,7.103928128,13.52153747,9.631256276,10.82565718,7.524275705
CCDC186,8.813360339,9.286942601,9.689027949,7.782194489,8.175599536,12.60354999,11.6276667,10.87184279,11.1498156
CCDC22,8.921349852,8.22841078,7.728833542,8.273967897,10.0269177,12.4994086,12.7826384,10.93127864,10.60719459
CCDC25,12.72536638,12.56575222,13.17658684,7.475228078,10.9886321,8.666375149,8.371174364,7.989442139,8.041442743
CCDC32,2.51047549,2.036240234,1.008720656,18.97424903,18.72844409,9.602404337,15.32370918,16.64962761,5.16612938
CCDC43,3.09073104,3.395188674,5.161629366,18.33205525,18.00571969,9.261457818,11.13314667,16.11594357,5.504127918
CCDC47,10.80759454,7.510507382,14.82229403,7.769400884,13.62540431,8.349862797,7.338174026,6.629446112,13.14731592
CCDC50,2.839831706,2.591400801,2.712327872,15.26557267,16.22512486,11.35403223,13.82640359,21.02258176,4.16272451
CCDC51,8.92368355,9.187851256,8.020789976,10.83938654,8.488388611,11.86168966,11.35432952,8.962730274,12.36115061
CCDC58,11.89494704,12.48477992,11.59025502,10.40938652,12.14655717,6.256980027,8.15302149,6.46688141,10.5971914
CCDC59,5.584072435,4.898665984,4.454617809,16.77032268,19.57369286,10.7834579,9.935442331,13.70516474,4.294563269
CCDC6,8.021117919,7.785607046,7.245886187,7.341548651,11.56887636,13.1223035,12.16889391,13.11701252,9.628753909
CCDC71L,14.11291779,11.9285886,8.074366665,11.80889519,11.83784119,7.852415689,9.293292727,11.47274628,3.618935871
CCDC8,16.54289599,15.56085541,11.00808779,9.29856214,11.02596772,7.703160345,7.797923802,7.903266605,3.159280196
CCDC80,4.958886523,5.058959572,5.360552822,10.80131375,10.91130292,11.58691027,11.56299759,11.62434467,18.13473189
CCDC84,4.018192251,3.483900403,3.928065255,19.5438871,15.4692596,10.81920724,10.60865289,18.40445885,3.724376394
CCDC85B,3.800010672,4.015153531,3.109721225,19.25939887,19.786777,13.53673042,10.209352,11.86343387,4.419422418
CCDC85C,4.615706891,4.376934172,3.641713938,21.57726971,17.46128243,9.594475977,10.65469979,13.23396799,4.843949105
CCDC86,3.958219843,3.474597949,2.926827666,17.85117772,26.87060446,12.0087584,9.449647843,8.867815302,4.592350814
CCDC88A,14.32740333,13.99661691,11.87824793,6.362530992,7.287177032,10.43590185,8.784822522,7.228303963,9.698995472
CCDC88C,0.846076576,0.802284048,0.72662805,25.86081978,22.60726081,8.396775702,10.8648164,16.9008383,2.994500332
CCDC9,7.665278672,6.892267272,5.284411421,17.78287485,16.43066499,8.640613785,9.01713459,12.11581818,6.170936244
CCDC90B,5.239587224,5.439111495,6.662016684,17.22201762,16.17539313,7.691497139,10.10643561,15.62847333,5.835467765
CCDC91,7.632094754,8.49515104,10.47306828,5.41509363,6.815610449,12.54401654,12.14402959,7.8911173,18.58981841
CCDC92,6.005929721,6.299217462,6.129075578,12.10627816,11.30222272,11.82847831,14.25384813,14.71006653,7.3648834
CCDC93,9.780039078,9.930387291,9.486308164,7.620420709,9.150969898,11.83071763,11.73780972,8.66143759,11.80190992
CCDC97,8.662035184,7.114441342,3.096713279,17.94626044,15.42776819,9.72279987,10.69225125,10.6596062,6.678124253
CCDC9B,2.048695767,1.953733447,1.657032273,18.16918062,17.56185973,9.480335662,13.25615612,13.49204,12.38096638
CCM2,9.07054248,9.548836994,13.02525751,8.339603812,9.654347933,9.29199071,9.098041613,8.045079818,13.92629913
CCN1,2.343196315,2.80504754,2.318723896,17.97531467,18.12377532,12.24708427,12.36240116,14.4690255,7.355431324
CCN2,3.627716708,4.965647852,4.858548023,14.65551944,13.9459688,9.077642379,10.8832886,11.98628377,15.99938444
CCND1,1.294334878,1.546892939,1.73604108,20.69139057,9.123355193,12.87756808,16.5479357,19.63811994,6.544361629
CCND2,5.506671419,2.368017479,0.831942375,13.78624321,15.29679737,14.68461754,16.94337454,14.76350538,5.818830678
CCND3,4.788994946,4.945954345,4.558561933,13.2497103,11.97880948,14.9204819,12.84864076,10.59421189,12.11463445
CCNDBP1,3.058933707,3.370948065,2.816387004,16.15042516,11.37031647,11.99306268,14.30855584,12.78001089,14.15136018
CCNH,13.786763,12.39766718,11.20672265,9.705049632,8.363930904,8.195736536,6.812080526,6.235863292,13.29618629
CCNK,11.42475948,12.27273566,13.76207857,11.29802306,7.787708886,7.41549093,7.829123804,9.08279031,9.127289307
CCNL1,16.33305797,15.61150415,15.10246272,5.538854981,6.674653963,8.884954204,6.625085154,5.605714144,9.62371271
CCNL2,13.4691027,15.56086538,18.92131813,6.42162057,6.065842731,7.821063476,5.937041636,4.211785995,11.59135938
CCNT1,7.139671404,8.511655304,8.66800488,11.05454998,13.4982355,11.53871799,10.43511148,11.44826562,7.705787848
CCNT2,10.74701901,12.68092601,11.35675751,9.10091214,10.02434529,9.774282688,6.780099673,8.626531326,10.90912635
CCNY,7.704893226,7.528328468,5.943633954,15.49096498,14.09041399,8.780783647,9.827497219,12.88985829,7.743626225
CCNYL1,6.978789049,6.435436316,6.149592686,14.13139593,12.94839955,10.46509068,12.26775854,13.23180432,7.391732931
CCP110,7.401336109,6.317785543,5.704694402,14.95231471,13.15306603,11.73566931,11.32875021,14.88479156,4.521592119
CCS,14.80474126,14.14860262,14.52436046,7.874037691,8.606193626,7.41703307,7.351473871,6.919970229,8.35358717
CCSER2,4.150272611,4.357526841,3.443871785,13.88044452,18.44249248,12.63222508,13.19575688,14.44195545,5.455454353
CCSMST1,7.985671819,8.694773791,9.100000782,9.332573923,8.572290562,9.568425346,8.387861091,10.13778258,18.2206201
CCT2,8.521340136,7.406762639,7.434508512,8.70353179,10.13055041,14.0556766,12.51066814,10.99729939,10.23966238
CCT3,9.627408662,8.255760119,8.785358565,11.21386743,9.118127806,10.97597583,11.32008685,10.40768337,10.29573137
CCT4,9.606189972,8.214620879,8.417508114,11.3887487,9.8855296,11.17086072,10.6815038,9.506223324,11.12881489
CCT5,10.03643346,9.780303615,14.96054758,7.315492413,7.144924174,9.172987479,9.589528719,10.65799742,11.34178514
CCT6A,8.133286141,7.887609863,7.137430503,12.51742736,9.973533886,12.98153489,10.94348567,11.8958142,8.529877475
CCT7,14.11487038,13.33040344,15.43684183,4.900886475,4.783918166,7.681808124,7.687674143,6.870177649,15.19341979
CCT8,10.78308237,9.925637769,13.02928815,7.591069839,7.460098584,10.87243067,10.34962765,7.583202762,12.4055622
CCZ1,9.192502156,10.92239322,17.91753986,7.132920265,6.659784854,8.909289085,9.522371047,9.204351441,10.53884808
CD109,12.43390608,12.5734464,12.90628208,7.637429853,5.949269571,8.953461955,7.560842135,8.359884677,13.62547724
CD151,5.149954321,6.136322559,17.76481424,8.502257565,6.599116439,9.71271121,13.18637306,15.21967001,7.728780595
CD248,30.10936197,25.75873506,23.02562217,2.122640205,1.054453043,1.517755333,2.205921992,3.280066206,0.925444029
CD274,4.356794541,3.193373515,1.045801117,7.571806119,7.876230626,13.40052331,9.931174405,6.384308593,36.23998777
CD276,7.557970757,6.711820082,7.402135653,19.33518474,15.03021874,7.614402732,8.058593276,11.22673811,7.062935912
CD2AP,4.113870776,4.387696486,5.038491511,12.55908335,14.1157583,10.69732488,12.31165686,13.86126042,12.91485742
CD2BP2,5.441884004,5.311221394,4.096802379,22.16481255,16.37345277,10.3455138,9.670637524,13.19287686,3.402798733
CD44,9.007189108,9.044850607,5.037710376,12.6453767,13.29593119,10.82819314,11.77809614,9.718825159,8.643827575
CD46,17.59924912,15.30902667,13.48933531,6.960091687,8.06308811,6.458946789,4.089964435,4.108059472,13.92223841
CD47,16.90020516,15.6815448,13.97483399,0.325205097,0.801527678,9.67034394,7.65846716,2.941312793,22.04655939
CD55,10.16472954,10.10573376,8.491469487,9.456795489,11.08852537,8.2435597,10.02224542,5.97343281,16.45350842
CD58,6.595443084,5.660251133,5.403654075,11.01022628,10.83843247,11.89277321,13.75641216,12.87246315,11.97034445
CD59,15.96538908,13.25184781,9.50287613,12.14129959,11.55191893,5.221647303,8.319451616,6.084333365,7.961236179
CD63,12.15926901,13.93415934,32.11865909,3.837289259,3.479800743,4.323926971,4.859430263,6.444540294,8.842925032
CD81,20.1636082,19.88237501,20.16484855,4.677895753,4.478842215,4.321749186,4.37196368,6.224469601,5.714247806
CD82,9.015891936,13.76813556,25.89380958,5.845958448,5.601165565,4.061658754,5.326047353,6.714281369,13.77305144
CD9,20.67549331,20.42053456,19.90409138,2.437611032,3.030531328,4.5405417,6.390918523,5.030828841,7.569449329
CD99,15.17358576,10.92823174,3.772465552,20.15425494,24.54651587,3.650993987,3.618575408,3.980741718,4.174635018
CD99L2,6.852663984,4.428313425,0.86907062,16.76528176,16.93367507,12.73858142,13.17239051,13.31785737,4.922165853
CDAN1,8.654271968,9.53829672,8.205157883,13.23192955,11.78150921,9.153660794,10.30795492,12.02682109,7.100397862
CDC123,8.444780534,8.912262563,8.602764003,6.729967394,6.94927873,15.70615394,11.53784165,7.444539774,15.67241142
CDC16,12.54664496,14.82042904,21.14046811,3.765609411,4.003303665,7.10051127,6.656595223,6.203387313,13.763051
CDC23,16.27269508,16.83409568,25.16560679,1.234273464,1.237152345,4.174161408,4.025734236,2.656298466,18.39998253
CDC26,11.49293848,11.65147177,5.669134293,15.7377889,14.43079837,5.353412375,8.721112318,8.056347165,8.886996328
CDC27,9.215892485,11.20905885,14.48728441,8.947102016,8.783896923,7.901393579,8.496007255,10.35530304,10.60406145
CDC34,8.576529485,10.31045085,12.32397924,9.533835099,8.241383331,8.974414067,9.618222325,6.725211094,15.69597451
CDC37,9.7511019,10.54613313,3.627997995,9.259770005,12.41214689,11.03699714,12.38803735,8.65976252,12.31805308
CDC37L1,6.885740317,6.353299876,5.562619716,11.47075468,11.27899849,13.52928214,14.48410746,11.32338789,9.111809441
CDC40,9.380207472,9.369478693,7.01874274,10.42493588,9.932495638,12.26810827,11.90875839,11.64658996,8.050682957
CDC42,13.27696244,7.371535078,27.56696367,5.228810525,6.591194989,6.153034339,6.184555318,4.604154591,13.02278905
CDC42BPA,9.833747814,9.9378706,11.07154917,9.632012647,9.991731311,9.77111639,10.39466438,10.81897367,8.548334017
CDC42BPB,7.764863844,7.525733794,7.13669589,11.13847484,11.28954624,10.34812406,11.91597009,11.95982897,10.92076229
CDC42EP1,13.60622648,10.86321712,5.50132266,11.94292243,13.11473455,8.438620702,9.687966849,11.12463411,5.720355098
CDC42EP2,7.89340958,7.891607256,8.860353642,11.6209716,11.17207522,7.901013499,11.29671036,16.44919508,6.914663757
CDC42EP3,2.42741591,2.477486225,2.238420611,13.65819733,15.07717932,13.48870442,12.93553238,13.62870523,14.06835859
